MMKP_GR04,./mmkp_a_07.txt,18076,0.05,Solution is feasible
MMKP_GR04,./mmkp_a_08.txt,27486,0.12,Solution is feasible
MMKP_GR04,./mmkp_a_09.txt,37368,0.09,Solution is feasible
MMKP_GR04,./mmkp_a_10.txt,47479,0.19,Solution is feasible
MMKP_GR04,./mmkp_a_11.txt,57240,0.24,Solution is feasible
MMKP_GR04,./mmkp_a_12.txt,66351,0.5,Solution is feasible
MMKP_GR04,./mmkp_a_13.txt,76055,0.3,Solution is feasible
MMKP_GR04,./mmkp_b_01.txt,8262,0.01,Solution is feasible
MMKP_GR04,./mmkp_b_02.txt,8965,0,Solution is feasible
MMKP_GR04,./mmkp_b_03.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_b_04.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_b_05.txt,12818,0.01,Solution is feasible
MMKP_GR04,./mmkp_b_06.txt,12818,0.01,Solution is feasible
MMKP_GR04,./mmkp_b_07.txt,13428,0.05,Solution is feasible
MMKP_GR04,./mmkp_b_08.txt,13749,0.07,Solution is feasible
MMKP_GR04,./mmkp_b_09.txt,13695,0.06,Solution is feasible
MMKP_GR04,./mmkp_b_10.txt,15389,0.02,Solution is feasible
MMKP_GR04,./mmkp_b_11.txt,15720,0.02,Solution is feasible
MMKP_GR04,./mmkp_b_12.txt,17242,0.02,Solution is feasible
MMKP_GR04,./mmkp_b_13.txt,12531,0.04,Solution is feasible
MMKP_GR04,./mmkp_b_14.txt,19470,0.08,Solution is feasible
MMKP_GR04,./mmkp_b_15.txt,23389,0.1,Solution is feasible
MMKP_GR04,./mmkp_b_16.txt,26104,0.12,Solution is feasible
MMKP_GR04,./mmkp_b_17.txt,31986,0.2,Solution is feasible
MMKP_GR04,./mmkp_b_18.txt,36104,0.17,Solution is feasible
MMKP_GR04,./mmkp_b_19.txt,38064,0.19,Solution is feasible
MMKP_GR04,./mmkp_b_20.txt,46015,0.25,Solution is feasible
MMKP_GR04,./mmkp_c_21.txt,38286,0,Solution is feasible
MMKP_GR04,./mmkp_c_22.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_c_23.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_c_24.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_c_25.txt,40355,0.01,Solution is feasible
MMKP_GR04,./mmkp_c_26.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_c_27.txt,79202,0.02,Solution is feasible
MMKP_GR04,./mmkp_c_28.txt,120322,0.05,Solution is feasible
MMKP_GR04,./mmkp_c_29.txt,161516,0.1,Solution is feasible
MMKP_GR04,./mmkp_c_30.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_d_100.txt,227073,0.38,Solution is feasible
MMKP_GR04,./mmkp_d_101.txt,162645,0.56,Solution is feasible
MMKP_GR04,./mmkp_d_102.txt,189900,0.55,Solution is feasible
MMKP_GR04,./mmkp_d_103.txt,172436,0.57,Solution is feasible
MMKP_GR04,./mmkp_d_105.txt,0.0,0.0,Solution is not feasible
MMKP_GR04,./mmkp_d_106.txt,215810,0.73,Solution is feasible
MMKP_GR04,./mmkp_d_107.txt,242268,0.76,Solution is feasible
MMKP_GR04,./mmkp_d_108.txt,228518,0.74,Solution is feasible
MMKP_GR04,./mmkp_d_109.txt,200447,0.93,Solution is feasible
MMKP_GR04,./mmkp_d_10.txt,21043,0.02,Solution is feasible
MMKP_GR04,./mmkp_d_110.txt,171676,0.94,Solution is feasible
MMKP_GR04,./mmkp_d_111.txt,155019,0.96,Solution is feasible
MMKP_GR04,./mmkp_d_112.txt,190857,0.92,Solution is feasible
MMKP_GR04,./mmkp_d_113.txt,266616,0.74,Solution is feasible
MMKP_GR04,./mmkp_d_114.txt,307989,0.75,Solution is feasible
MMKP_GR04,./mmkp_d_115.txt,249498,0.81,Solution is feasible
MMKP_GR04,./mmkp_d_116.txt,283273,0.73,Solution is feasible
MMKP_GR04,./mmkp_d_117.txt,274335,1.09,Solution is feasible
MMKP_GR04,./mmkp_d_118.txt,291859,1.13,Solution is feasible
MMKP_GR04,./mmkp_d_119.txt,320136,1.11,Solution is feasible
MMKP_GR04,./mmkp_d_11.txt,23489,0.02,Solution is feasible
MMKP_GR04,./mmkp_d_120.txt,293109,1.08,Solution is feasible
MMKP_GR04,./mmkp_d_121.txt,258928,1.45,Solution is feasible
MMKP_GR04,./mmkp_d_122.txt,348958,1.52,Solution is feasible
MMKP_GR04,./mmkp_d_123.txt,316622,1.58,Solution is feasible
